iter	Logloss
0	0.5197835707
1	0.387347232
2	0.2941220142
3	0.2225686243
4	0.1746303947
5	0.1375691345
6	0.1079973557
7	0.08420658636
8	0.06645262269
9	0.05497529085
10	0.04331462345
11	0.03720694165
12	0.03243268807
13	0.02830303035
14	0.02610569545
15	0.02268151619
16	0.01916393319
17	0.01660031552
18	0.01572565558
19	0.0153055114
20	0.01396717059
21	0.0132278685
22	0.01221152521
23	0.01124966669
24	0.01074980248
25	0.009705111727
26	0.009107338551
27	0.008664167749
28	0.008468894676
29	0.007981000545
30	0.007417277047
31	0.007128718125
32	0.006878222591
33	0.006674595383
34	0.006469692721
35	0.006082500512
36	0.005877730983
37	0.005479493401
38	0.005238468017
39	0.004995777845
40	0.004844407075
41	0.004694254622
42	0.004613186468
43	0.004419748908
44	0.004199117083
45	0.004080717398
46	0.003880715517
47	0.003771524054
48	0.003679023244
49	0.003534710518
50	0.003398013662
51	0.003278546853
52	0.00319394063
53	0.003050115796
54	0.002891338706
55	0.002806647593
56	0.002765811605
57	0.002740880724
58	0.002679873235
59	0.002574172752
60	0.002527323142
61	0.002473320737
62	0.002438768729
63	0.002362406611
64	0.002280141273
65	0.002252967037
66	0.002175963349
67	0.002138528113
68	0.002089278877
69	0.002065206062
70	0.002010471449
71	0.001992377359
72	0.001977849664
73	0.001947763881
74	0.001927240956
75	0.001881618311
76	0.001800052943
77	0.001767623779
78	0.001737442507
79	0.001674483018
80	0.001659113881
81	0.001625274625
82	0.001613390646
83	0.001576191935
84	0.001547822322
85	0.001515955814
86	0.001515960252
87	0.001494283643
88	0.001476669573
89	0.001454318879
90	0.001415634088
91	0.001389907869
92	0.001365992195
93	0.001351887548
94	0.001329874754
95	0.001313420099
96	0.001291316536
97	0.001282924484
98	0.001262206681
99	0.001248284655
100	0.001236009347
101	0.001214945064
102	0.001184248175
103	0.001171880894
104	0.00115390956
105	0.00111181862
106	0.00108771224
107	0.001072565351
108	0.001055671458
109	0.001043920358
110	0.00104389719
111	0.001008706287
112	0.0009922644602
113	0.0009922304247
114	0.0009667000244
115	0.0009666940478
116	0.0009666940478
117	0.0009478140595
118	0.0009272473228
119	0.0009034829233
120	0.0009034622525
121	0.0009034607521
122	0.0008955930676
123	0.0008835783904
124	0.0008817738514
125	0.0008711007091
126	0.000871093086
127	0.000871093086
128	0.000871093086
129	0.000871087985
130	0.0008621673927
131	0.0008621673927
132	0.0008621673927
133	0.0008621554394
134	0.0008621554394
135	0.0008621408561
136	0.0008419139894
137	0.0008351085001
138	0.0008351085001
139	0.0008327019053
140	0.0008222383783
141	0.0008067531854
142	0.0008029705049
143	0.0007746393264
144	0.0007746393264
145	0.0007746285708
146	0.0007746183939
147	0.0007556083512
148	0.0007556083512
149	0.0007556006377
150	0.0007556047205
151	0.0007418985987
152	0.0007418985987
153	0.0007418907871
154	0.0007391561552
155	0.0007391619134
156	0.0007390683665
157	0.0007390683665
158	0.0007390394174
159	0.0007390394174
160	0.000739041752
161	0.000739041752
162	0.0007390478495
163	0.0007390478495
164	0.0007390478495
165	0.0007344253061
166	0.0007344136889
167	0.0007343951927
168	0.0007343966535
169	0.0007343795025
170	0.0007343864166
171	0.0007343784557
172	0.0007343835392
173	0.0007298386027
174	0.0007298334193
175	0.0007298339888
176	0.0007298149278
177	0.0007170540537
178	0.0007170469826
179	0.0007170469826
180	0.0007024338878
181	0.0007024261505
182	0.0006992275073
183	0.0006992183377
184	0.0006992183377
185	0.0006992095855
186	0.0006992098962
187	0.0006992098962
188	0.0006991933026
189	0.0006991926682
190	0.0006991926682
191	0.0006991926682
192	0.0006991963418
193	0.000699183029
194	0.0006991704143
195	0.0006991580803
196	0.0006955153726
197	0.0006955109044
198	0.0006918888106
199	0.0006918877828
200	0.0006918813684
201	0.0006918609403
202	0.0006826749855
203	0.0006826708789
204	0.0006826757944
205	0.0006826642979
206	0.0006826545588
207	0.0006826597265
208	0.0006826544684
209	0.0006826542257
210	0.0006826542257
211	0.0006826542257
212	0.0006826400802
213	0.000682630914
214	0.0006826273356
215	0.0006826191115
216	0.0006826191115
217	0.000682616994
218	0.000682616994
219	0.0006826059386
220	0.0006825809833
221	0.0006825867539
222	0.0006825867539
223	0.0006825782885
224	0.0006825710414
225	0.0006825695758
226	0.0006825585837
227	0.0006825472219
228	0.0006825441051
229	0.0006825275522
230	0.0006825165459
231	0.0006825221104
232	0.0006825221104
233	0.0006825171235
234	0.0006825082156
235	0.0006825057032
236	0.000682506907
237	0.0006825122618
238	0.000682494662
239	0.000682494662
240	0.000682494662
241	0.0006824858746
242	0.000682474478
243	0.0006824720626
244	0.000682468922
245	0.0006824652722
246	0.0006824636781
247	0.0006813149814
248	0.0006813149814
249	0.0006813098979
250	0.0006813019845
251	0.0006813033945
252	0.000681298449
253	0.0006812933889
254	0.0006812929925
255	0.0006812929925
256	0.0006812929925
257	0.000681285812
258	0.0006812809583
259	0.0006812807347
260	0.00068127134
261	0.0006812748184
262	0.000681276422
263	0.0006812695032
264	0.000681269773
265	0.000681269773
266	0.0006812558892
267	0.0006812481153
268	0.0006812322586
269	0.0006812493891
270	0.0006812425227
271	0.0006812376247
272	0.0006812313293
273	0.0006812324285
274	0.0006812291499
275	0.0006812212508
276	0.0006812231732
277	0.0006812058689
278	0.0006811968298
279	0.0006812015426
280	0.0006811880333
281	0.0006811770522
282	0.0006811808194
283	0.0006811799534
284	0.0006811799534
285	0.0006811666739
286	0.0006811651531
287	0.0006811586863
288	0.0006811570003
289	0.0006811444061
290	0.0006811411941
291	0.0006811480939
292	0.0006811411656
293	0.0006811410228
294	0.0006811353507
295	0.0006811307669
296	0.0006811250234
297	0.0006811288778
298	0.0006811262368
299	0.0006811261497
300	0.0006811126166
301	0.0006811075298
